Business Collaboration;FlowRelationship;Business Function
Business Collaboration;AssignmentRelationship;Business Function
Business Collaboration;AssociationRelationship;Business Function
Business Collaboration;TriggeringRelationship;Business Function
Business Collaboration;ServingRelationship;Business Function
Business Collaboration;FlowRelationship;Business Interaction
Business Collaboration;AssignmentRelationship;Business Interaction
Business Collaboration;AssociationRelationship;Business Interaction
Business Collaboration;TriggeringRelationship;Business Interaction
Business Collaboration;ServingRelationship;Business Interaction
Business Collaboration;Unknown notation;Business Interaction
Business Collaboration;FlowRelationship;Business Event
Business Collaboration;AssignmentRelationship;Business Event
Business Collaboration;AssociationRelationship;Business Event
Business Collaboration;TriggeringRelationship;Business Event
Business Collaboration;ServingRelationship;Business Event
Business Collaboration;Unknown notation;Business Event
Business Process;FlowRelationship;Business Process
Business Process;AssociationRelationship;Business Process
Business Process;TriggeringRelationship;Business Process
Business Process;ServingRelationship;Business Process
Business Process;CompositionRelationship;Business Function
Business Process;FlowRelationship;Business Function
Business Process;AggregationRelationship;Business Function
Business Process;AssociationRelationship;Business Function
Business Process;TriggeringRelationship;Business Function
Business Process;ServingRelationship;Business Function
Business Process;CompositionRelationship;Business Interaction
Business Process;FlowRelationship;Business Interaction
Business Process;AggregationRelationship;Business Interaction
Business Process;AssociationRelationship;Business Interaction
Business Process;TriggeringRelationship;Business Interaction
Business Process;ServingRelationship;Business Interaction
Business Process;FlowRelationship;Business Service 
Business Process;AssociationRelationship;Business Service 
Business Process;RealizationRelationship;Business Service 
Business Process;TriggeringRelationship;Business Service 
Business Process;ServingRelationship;Business Service 
Business Process;AccessRelationship;Business object
Business Process;AssociationRelationship;Business object
Business Process;AccessRelationship;Representation
Business Process;AssociationRelationship;Representation
Business Process;FlowRelationship;Business Process
Business Process;AssociationRelationship;Business Process
Business Process;TriggeringRelationship;Business Process
Business Process;ServingRelationship;Business Process
Business Process;CompositionRelationship;Business Function
Business Process;FlowRelationship;Business Function
Business Process;AggregationRelationship;Business Function
Business Process;AssociationRelationship;Business Function
Business Process;TriggeringRelationship;Business Function
Business Process;ServingRelationship;Business Function
Business Process;CompositionRelationship;Business Interaction
Business Process;FlowRelationship;Business Interaction
Business Process;AggregationRelationship;Business Interaction
Business Process;AssociationRelationship;Business Interaction
Business Process;TriggeringRelationship;Business Interaction
Business Process;ServingRelationship;Business Interaction
Business Process;FlowRelationship;Business Event
Business Process;AssociationRelationship;Business Event
Business Process;TriggeringRelationship;Business Event
Business Process;ServingRelationship;Business Event
Business Function;CompositionRelationship;Business Process
Business Function;FlowRelationship;Business Process
Business Function;AggregationRelationship;Business Process
Business Function;AssociationRelationship;Business Process
Business Function;SpecializationRelationship;Business Process
Business Function;TriggeringRelationship;Business Process
Business Function;ServingRelationship;Business Process
Business Function;CompositionRelationship;Business Function
Business Function;FlowRelationship;Business Function
Business Function;AggregationRelationship;Business Function
Business Function;AssociationRelationship;Business Function
Business Function;SpecializationRelationship;Business Function
Business Function;TriggeringRelationship;Business Function
Business Function;ServingRelationship;Business Function
Business Function;CompositionRelationship;Business Interaction
Business Function;FlowRelationship;Business Interaction
Business Function;AggregationRelationship;Business Interaction
Business Function;AssociationRelationship;Business Interaction
Business Function;TriggeringRelationship;Business Interaction
Business Function;ServingRelationship;Business Interaction
Business Function;FlowRelationship;Business Service 
Business Function;AssociationRelationship;Business Service 
Business Function;RealizationRelationship;Business Service 
Business Function;TriggeringRelationship;Business Service 
Business Function;ServingRelationship;Business Service 
Business Function;AccessRelationship;Business object
Business Function;AssociationRelationship;Business object
Business Function;AccessRelationship;Representation
Business Function;AssociationRelationship;Representation
Business Function;CompositionRelationship;Business Process
Business Function;FlowRelationship;Business Process
Business Function;AggregationRelationship;Business Process
Business Function;AssociationRelationship;Business Process
Business Function;SpecializationRelationship;Business Process
Business Function;TriggeringRelationship;Business Process
Business Function;ServingRelationship;Business Process
Business Function;CompositionRelationship;Business Function
Business Function;FlowRelationship;Business Function
Business Function;AggregationRelationship;Business Function
Business Function;AssociationRelationship;Business Function
Business Function;SpecializationRelationship;Business Function
Business Function;TriggeringRelationship;Business Function
Business Function;ServingRelationship;Business Function
Business Function;CompositionRelationship;Business Interaction
Business Function;FlowRelationship;Business Interaction
Business Function;AggregationRelationship;Business Interaction
Business Function;AssociationRelationship;Business Interaction
Business Function;TriggeringRelationship;Business Interaction
Business Function;ServingRelationship;Business Interaction
Business Function;FlowRelationship;Business Event
Business Function;AssociationRelationship;Business Event
Business Function;TriggeringRelationship;Business Event
Business Function;ServingRelationship;Business Event
Business Interaction;CompositionRelationship;Business Process
Business Interaction;FlowRelationship;Business Process
Business Interaction;AggregationRelationship;Business Process
Business Interaction;AssociationRelationship;Business Process
Business Interaction;TriggeringRelationship;Business Process
Business Interaction;ServingRelationship;Business Process
Business Interaction;CompositionRelationship;Business Function
Business Interaction;FlowRelationship;Business Function
Business Interaction;AggregationRelationship;Business Function
Business Interaction;AssociationRelationship;Business Function
Business Interaction;TriggeringRelationship;Business Function
Business Interaction;ServingRelationship;Business Function
Business Interaction;CompositionRelationship;Business Interaction
Business Interaction;FlowRelationship;Business Interaction
Business Interaction;AggregationRelationship;Business Interaction
Business Interaction;AssociationRelationship;Business Interaction
Business Interaction;SpecializationRelationship;Business Interaction
Business Interaction;TriggeringRelationship;Business Interaction
Business Interaction;ServingRelationship;Business Interaction
Business Interaction;FlowRelationship;Business Service 
Business Interaction;AssociationRelationship;Business Service 
Business Interaction;RealizationRelationship;Business Service 
Business Interaction;TriggeringRelationship;Business Service 
Business Interaction;ServingRelationship;Business Service 
Business Interaction;AccessRelationship;Business object
Business Interaction;AssociationRelationship;Business object
Business Interaction;AccessRelationship;Representation
Business Interaction;AssociationRelationship;Representation
Business Interaction;CompositionRelationship;Business Process
Business Interaction;FlowRelationship;Business Process
Business Interaction;AggregationRelationship;Business Process
Business Interaction;AssociationRelationship;Business Process
Business Interaction;TriggeringRelationship;Business Process
Business Interaction;ServingRelationship;Business Process
Business Interaction;CompositionRelationship;Business Function
Business Interaction;FlowRelationship;Business Function
Business Interaction;AggregationRelationship;Business Function
Business Interaction;AssociationRelationship;Business Function
Business Interaction;TriggeringRelationship;Business Function
Business Interaction;ServingRelationship;Business Function
Business Interaction;CompositionRelationship;Business Interaction
Business Interaction;FlowRelationship;Business Interaction
Business Interaction;AggregationRelationship;Business Interaction
Business Interaction;AssociationRelationship;Business Interaction
Business Interaction;SpecializationRelationship;Business Interaction
Business Interaction;TriggeringRelationship;Business Interaction
Business Interaction;ServingRelationship;Business Interaction
Business Interaction;FlowRelationship;Business Event
Business Interaction;AssociationRelationship;Business Event
Business Interaction;TriggeringRelationship;Business Event
Business Interaction;ServingRelationship;Business Event
Business Event ;CompositionRelationship;Business Process
Business Event ;FlowRelationship;Business Process
Business Event ;AggregationRelationship;Business Process
Business Event ;AssociationRelationship;Business Process
Business Event ;TriggeringRelationship;Business Process
Business Event ;ServingRelationship;Business Process
Business Event ;FlowRelationship;Business Function
Business Event ;AssociationRelationship;Business Function
Business Event ;TriggeringRelationship;Business Function
Business Event ;ServingRelationship;Business Function
Business Event ;FlowRelationship;Business Interaction
Business Event ;AssociationRelationship;Business Interaction
Business Event ;TriggeringRelationship;Business Interaction
Business Event ;ServingRelationship;Business Interaction
Business Event ;AccessRelationship;Business Object
Business Event ;AssociationRelationship;Business Object
Business Event ;AccessRelationship;Representation
Business Event ;AssociationRelationship;Representation
Business Event ;FlowRelationship;Business Service
Business Event ;AssociationRelationship;Business Service
Business Event ;TriggeringRelationship;Business Service
Business Event ;ServingRelationship;Business Service
Business Event ;CompositionRelationship;Business Event 
Business Event ;FlowRelationship;Business Event 
Business Event ;AggregationRelationship;Business Event 
Business Event ;AssociationRelationship;Business Event 
Business Event ;SpecializationRelationship;Business Event 
Business Event ;TriggeringRelationship;Business Event 
Business Event ;ServingRelationship;Business Event 
